text,tidy_text,polarity_score_vader,polarity_score_textblob,label_vader,label_textblob,coordinates
"Prime Minister Turnbull. Welcome. Please be a true leader of conviction, morals, climate change action and a progressive Australia. #Qanda","Prime Minister Turnbull. Welcome. Please be a true leader of conviction, morals, climate change action and a progressive Australia. #Qanda","(0.0, 0.323)",0.4166666666666667,positive,positive,"[Decimal('144.9243295'), Decimal('-37.7527484')]"
RT @vicky030544: #qanda Bring in more ethical independents please,RT : #qanda Bring in more ethical independents please,"(0.0, 0.468)",0.35,positive,positive,"[Decimal('145.00388224'), Decimal('-37.78961356')]"
#brogues #laceups #blackandwhite #black by #diegobellini these smart flats are comfortable and chic… https://t.co/IL86Ui3B9S,#brogues #laceups #blackandwhite #black by #diegobellini these smart flats are comfortable and chic…,"(0.0, 0.353)",0.1492063492063492,positive,positive,"[Decimal('144.99180459'), Decimal('-37.83901796')]"
Drop into X-Treme Supplements and More today and try out our new nutrition station and please don't… https://t.co/A542qOftJW,Drop into X-Treme Supplements and More today and try out our new nutrition station and please don't…,"(0.108, 0.119)",0.3181818181818182,positive,positive,"[Decimal('145.0686127'), Decimal('-37.75661029')]"
Was a bit cross that my generic prescription has unexpectedly gone up in price by 40% until I realised they're still 1/2 of UK NHS price.,Was a bit cross that my generic prescription has unexpectedly gone up in price by 40% until I realised they're still 1/2 of UK NHS price.,"(0.0, 0.0)",0.03333333333333333,neutral,positive,"[Decimal('144.99431832'), Decimal('-37.86991261')]"
"Hello cold melbourne tack me back to qld now please (@ Melbourne Airport (MEL) - @melair in Tullamarine, VIC) https://t.co/OtrTvO0YpG","Hello cold melbourne tack me back to qld now please ( Melbourne Airport (MEL) - in Tullamarine, VIC)","(0.0, 0.119)",-0.3,positive,negative,"[Decimal('144.84896421'), Decimal('-37.66987719')]"
"#colorfulbathhouses #melbourne 🇦🇺 @ Brighton Beach, Melbourne, Australia https://t.co/IDeYGlJtaA","#colorfulbathhouses #melbourne 🇦🇺 Brighton Beach, Melbourne, Australia","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.98666179'), Decimal('-37.91744746')]"
"@butlerandhope What a powerhouse the 2 of you are #NowAddHoney Good for the soul &amp; the whole fam. Congrats guys! TV, Film-when's the play?","What a powerhouse the 2 of you are #NowAddHoney Good for the soul &amp; the whole fam. Congrats guys! TV, Film-when's the play?","(0.0, 0.31)",0.475,positive,positive,"[Decimal('144.99201195'), Decimal('-37.88305889')]"
"I'm at LBC Victoria Warehouse in Ravenhall, VIC https://t.co/cLTgSmM1Qn","I'm at LBC Victoria Warehouse in Ravenhall, VIC","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.7512688'), Decimal('-37.76453842')]"
Such a shame this 1940s block of flats on Dandenong Rd looks set to be demolished @Melb_Heritage http://t.co/8YncQ9paea,Such a shame this 1940s block of flats on Dandenong Rd looks set to be demolished,"(0.3, 0.0)",0.0,negative,neutral,"[Decimal('145.01581694'), Decimal('-37.86098956')]"
VIP @ the 2015 Italian Film Festival. Snacks for the film and the best seats in the house 🎥🇮🇹.… https://t.co/5ovAFdGyay,VIP the 2015 Italian Film Festival. Snacks for the film and the best seats in the house 🎥🇮🇹.…,"(0.0, 0.417)",0.5,positive,positive,"[Decimal('144.9921805'), Decimal('-37.85799103')]"
Three #wallabies _gee.b gdregan #heinekenhouse #crowncasino #crownresorts #frontrowers #fatfucks… https://t.co/LVplFLgJM5,Three #wallabies _gee.b gdregan #heinekenhouse #crowncasino #crownresorts #frontrowers #fatfucks…,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.95813715'), Decimal('-37.82326254')]"
"Please view this ad:

We are looking for Restaurant Supervisor to join the team #hospitality #job
http://t.co/91ZNoh00GA",Please view this ad: We are looking for Restaurant Supervisor to join the team #hospitality #job,"(0.0, 0.243)",0.0,positive,neutral,"[Decimal('144.9772813'), Decimal('-37.8475839')]"
"Work work work (@ LBC Victoria Warehouse in Ravenhall, VIC) https://t.co/KyehsBLE2M","Work work work ( LBC Victoria Warehouse in Ravenhall, VIC)","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.7512688'), Decimal('-37.76453842')]"
"Intercostals, Nettle &amp; Kalette - @peimodern specials today @ Pei Modern https://t.co/EGjesSqFKX","Intercostals, Nettle &amp; Kalette - specials today Pei Modern","(0.0, 0.0)",0.2,neutral,positive,"[Decimal('144.97300331'), Decimal('-37.81421615')]"
Check out the herald sun on-line to see the photos of my cannabis house 😡😡😡,Check out the herald sun on-line to see the photos of my cannabis house 😡😡😡,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9744592'), Decimal('-37.81228275')]"
Last year #Darebin Council's Solar $aver program helped 300 households-register your interest http://t.co/9pZThTncDW http://t.co/n4eLCnkL8Q,Last year #Darebin Council's Solar $aver program helped 300 households-register your interest,"(0.0, 0.214)",0.0,positive,neutral,"[Decimal('145.0107588'), Decimal('-37.7399362')]"
"@JamesMerlinoMP At Council this Friday please make #familyviolence #1 priority: work together, deliver programs for every child #NeverAlone","At Council this Friday please make #familyviolence #1 priority: work together, deliver programs for every child #NeverAlone","(0.0, 0.126)",0.0,positive,neutral,"[Decimal('144.9611969'), Decimal('-37.8072052')]"
"I'm at Rare Steakhouse in Melbourne, VIC https://t.co/Ztl4qrHA0O","I'm at Rare Steakhouse in Melbourne, VIC","(0.0, 0.0)",0.3,neutral,positive,"[Decimal('144.971577'), Decimal('-37.813058')]"
"Early morning, late nights.

The cost of building an empire.

#watchme","Early morning, late nights. The cost of building an empire. #watchme","(0.0, 0.0)",-0.09999999999999999,neutral,negative,"[Decimal('144.7386536'), Decimal('-37.8529842')]"
Ferdydurke house rules on point! 👌😂 #Melbourne #Australia @ Tattersalls La https://t.co/sfRIB9TfJD,Ferdydurke house rules on point! 👌😂 #Melbourne #Australia Tattersalls La,"(0.079, 0.424)",0.0,positive,neutral,"[Decimal('144.96543473'), Decimal('-37.81152871')]"
The most beautiful flowering peach #bloasom out the front of mum &amp; dads  house #love #nature… https://t.co/d4ktiBHIMV,The most beautiful flowering peach #bloasom out the front of mum &amp; dads house #love #nature…,"(0.0, 0.375)",0.6166666666666667,positive,positive,"[Decimal('145.09637647'), Decimal('-37.73232263')]"
I blogged about the rivalry between Sydney and Melbourne on my redesigned website! Please let me know… https://t.co/o011lJPkRp,I blogged about the rivalry between Sydney and Melbourne on my redesigned website! Please let me know…,"(0.0, 0.139)",0.0,positive,neutral,"[Decimal('144.9690857'), Decimal('-37.8164101')]"
"Ferns, ivy and vines looking right at home in our white stage flats last night at Peninsula… https://t.co/DzJKCYwXuS","Ferns, ivy and vines looking right at home in our white stage flats last night at Peninsula…","(0.0, 0.0)",0.09523809523809523,neutral,positive,"[Decimal('144.9440305'), Decimal('-37.81536912')]"
"Morning at Degreaves

If you're interested for November-December workshop please register thru my… https://t.co/CEv6Zi2gmr",Morning at Degreaves If you're interested for November-December workshop please register thru my…,"(0.0, 0.312)",0.25,positive,positive,"[Decimal('145.08747251'), Decimal('-37.86784498')]"
"Coffee 😁 (@ Ferguson Plarre Bakehouses in Wallan, VIC.) https://t.co/JYPQW7hEnS","Coffee 😁 ( Ferguson Plarre Bakehouses in Wallan, VIC.)","(0.0, 0.2)",0.0,positive,neutral,"[Decimal('144.97870856'), Decimal('-37.41552899')]"
A few new pieces have arrived at Mulbury! More to be released soon. #fruitcart #railwaylantern… https://t.co/CNH5FKRQxN,A few new pieces have arrived at Mulbury! More to be released soon. #fruitcart #railwaylantern…,"(0.0, 0.0)",0.15681818181818183,neutral,positive,"[Decimal('145.03001693'), Decimal('-37.95288859')]"
Have been in this share studio for 5 years but it only became official today! Please marvel at our… https://t.co/2MqWRjid7S,Have been in this share studio for 5 years but it only became official today! Please marvel at our…,"(0.0, 0.352)",0.0,positive,neutral,"[Decimal('144.99572639'), Decimal('-37.83120217')]"
#sherperdpie #chicken #mrsmarplesteahouse @ Miss Marple's Tearoom https://t.co/TiLGylNaaR,#sherperdpie #chicken #mrsmarplesteahouse Miss Marple's Tearoom,"(0.242, 0.0)",-0.6,negative,negative,"[Decimal('145.3535156'), Decimal('-37.8634911')]"
Insect Patrol 🐜🐜 @ Studley Park Boathouse https://t.co/cEUX5zzoNE,Insect Patrol 🐜🐜 Studley Park Boathouse,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.00815634'), Decimal('-37.80098209')]"
"First course - glazed eel, tomato consommé, hairy melon #woodlandhouse #degustation #tastingmenu… https://t.co/H2qYVCA1mq","First course - glazed eel, tomato consommé, hairy melon #woodlandhouse #degustation #tastingmenu…","(0.0, 0.0)",0.25,neutral,positive,"[Decimal('145.002533'), Decimal('-37.8537483')]"
"Second course - spanner crab mornay, lobster emulsion #woodlandhouse #tastingmenu #finedining… https://t.co/nw5bzfRUPl","Second course - spanner crab mornay, lobster emulsion #woodlandhouse #tastingmenu #finedining…","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.002533'), Decimal('-37.8537483')]"
industrial sunset #powerhouse @ RUBIX Warehouse Venue https://t.co/PfHLRloSRi,industrial sunset #powerhouse RUBIX Warehouse Venue,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9574432'), Decimal('-37.7697716')]"
"253. Holgate Brewhouse, VIC - Temptress Chocolate Porter 6% #1000beers @ Goldilocks https://t.co/2q7PPXYYn8","253. Holgate Brewhouse, VIC - Temptress Chocolate Porter 6% #1000beers Goldilocks","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9650116'), Decimal('-37.8118019')]"
😎😎😎😎😎😎😎😎😎 3x makan ya allohhhh (at Buenos Aires Steakhouse) [pic] — https://t.co/txZz1ajIwn,😎😎😎😎😎😎😎😎😎 3x makan ya allohhhh (at Buenos Aires Steakhouse) [pic] —,"(0.0, 0.422)",0.0,positive,neutral,"[Decimal('144.96683'), Decimal('-37.80126')]"
selling some of my yachts in aus away. price negotiable. contact my… https://t.co/u1gYxNypLd,selling some of my yachts in aus away. price negotiable. contact my…,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.967'), Decimal('-37.8167')]"
1st auction #sold #5bidders #melbournerealestate #raywhitecarnegie #teamhoff #raywhite… https://t.co/8qDKhZ40Hi,1st auction #sold #5bidders #melbournerealestate #raywhitecarnegie #teamhoff #raywhite…,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.967'), Decimal('-37.8167')]"
"So many Dachshunds, so many costumes. @ HOPHAUS https://t.co/10xbHh1tro","So many Dachshunds, so many costumes. HOPHAUS","(0.0, 0.0)",0.5,neutral,positive,"[Decimal('144.9668427'), Decimal('-37.82024')]"
"My reading choice this weekend! Majority of them not even released yet. Perks of the job! :)

I… https://t.co/SLIeaT4x3j",My reading choice this weekend! Majority of them not even released yet. Perks of the job! :) I…,"(0.0, 0.174)",0.5,positive,positive,"[Decimal('144.967'), Decimal('-37.8167')]"
themillhousemelb #melbourne #melbournebars #melbournefoods #melbournelife #melbourneeats… https://t.co/Z184qV2R3Y,themillhousemelb #melbourne #melbournebars #melbournefoods #melbournelife #melbourneeats…,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9652252'), Decimal('-37.8171196')]"
When your best friends and business partners buy a house in your hood! Best day ever!!!,When your best friends and business partners buy a house in your hood! Best day ever!!!,"(0.0, 0.494)",1.0,positive,positive,"[Decimal('144.88772943'), Decimal('-37.81302664')]"
"Accurate depiction of my life 🔥

(Someone take me back please 😢)
#Kathyventures @ Cardina Reserve https://t.co/sXmD1NKNSv",Accurate depiction of my life 🔥 (Someone take me back please 😢) #Kathyventures Cardina Reserve,"(0.264, 0.111)",0.20000000000000004,negative,positive,"[Decimal('145.23490181'), Decimal('-37.89817153')]"
Nail Flaming Lamington Stout + Feral Fanta Pants IPA. Yo. @ The Local Taphouse (St Kilda) https://t.co/F1YfdZqkLn,Nail Flaming Lamington Stout + Feral Fanta Pants IPA. Yo. The Local Taphouse (St Kilda),"(0.0, 0.108)",0.0,positive,neutral,"[Decimal('144.9900443'), Decimal('-37.86823624')]"
#yamazaki18 #toogood #yum #slurps #tooex #expensive this shot of whiskey cost #OMG amount of #money… https://t.co/VoO8rneg90,#yamazaki18 #toogood #yum #slurps #tooex #expensive this shot of whiskey cost #OMG amount of #money…,"(0.0, 0.0)",-0.5,neutral,negative,"[Decimal('144.9630251'), Decimal('-37.81318076')]"
Night out @stokehousecity with @von_haus...never dull 😉 #restaurant #melbournerestaurants… https://t.co/gfOFYNGk22,Night out with ...never dull 😉 #restaurant #melbournerestaurants…,"(0.0, 0.22)",-0.2916666666666667,positive,negative,"[Decimal('144.97000175'), Decimal('-37.81401905')]"
'costa' is now trending in #Melbourne http://t.co/X4NwPDCyjH,'costa' is now trending in #Melbourne,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.963'), Decimal('-37.8143')]"
Chuva! @ Faoro's Furnished Funhouse https://t.co/V1pHAhQQsU,Chuva! Faoro's Furnished Funhouse,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.30381075'), Decimal('-37.98518457')]"
"You know what I'm just going to calculate the price of everything in terms of chicken nuggets now... that'll be 120 chicken nuggets, thanks","You know what I'm just going to calculate the price of everything in terms of chicken nuggets now... that'll be 120 chicken nuggets, thanks","(0.0, 0.112)",-0.3333333333333333,positive,negative,"[Decimal('144.813113'), Decimal('-37.793639')]"
Please have these daisies #melbourne #spring #flowers @ Kinesiology Connection https://t.co/wKKiHUxfKT,Please have these daisies #melbourne #spring #flowers Kinesiology Connection,"(0.0, 0.223)",0.0,positive,neutral,"[Decimal('145.042923'), Decimal('-37.8233681')]"
#REWARD NEW LISTING please Share: #FindBella STILL #MISSING – BELLA #Cavoodle https://t.co/MtdJ9BotJH… https://t.co/tpTVnQNkbX,#REWARD NEW LISTING please Share: #FindBella STILL #MISSING – BELLA #Cavoodle,"(0.155, 0.473)",-0.03181818181818183,positive,negative,"[Decimal('144.942'), Decimal('-37.727')]"
"@Shaun_R Thanks for letting me know, though!","Thanks for letting me know, though!","(0.0, 0.39)",0.25,positive,positive,"[Decimal('144.9403687'), Decimal('-37.77457837')]"
"In my moving house chaos, lining up books by amazing women writers, academics &amp; poets fills me w/ calm http://t.co/s1Q2Vdm4xS","In my moving house chaos, lining up books by amazing women writers, academics &amp; poets fills me w/ calm","(0.143, 0.236)",0.45000000000000007,positive,positive,"[Decimal('144.9707'), Decimal('-37.745459')]"
"Please Share: #Lost #Cat, white with grey patches https://t.co/C5HIWGn5PW Berwick VIC 3806 #FindJasper… https://t.co/wq043qDzau","Please Share: #Lost #Cat, white with grey patches Berwick VIC 3806 #FindJasper…","(0.144, 0.356)",-0.025,positive,negative,"[Decimal('145.35'), Decimal('-38.0333')]"
Love overdue beers with the great man courthouse_hotel #courthouse #fringe #beer #sundayfunday @ The… https://t.co/r5oUStvUV7,Love overdue beers with the great man courthouse_hotel #courthouse #fringe #beer #sundayfunday The…,"(0.0, 0.43)",0.65,positive,positive,"[Decimal('144.9499054'), Decimal('-37.8028717')]"
"All these family photos around my parents' house and I'm only in 1.5 of them...

Like literally, my… https://t.co/GTd6drXKLO","All these family photos around my parents' house and I'm only in 1.5 of them... Like literally, my…","(0.0, 0.128)",0.0,positive,neutral,"[Decimal('144.583'), Decimal('-37.6833')]"
Do not waste today worrying about tomorrow . The Mountain feels flat when we goes to… https://t.co/ZXH2phdWEp,Do not waste today worrying about tomorrow . The Mountain feels flat when we goes to…,"(0.0, 0.238)",0.037500000000000006,positive,positive,"[Decimal('144.99833177'), Decimal('-37.77240921')]"
@mmmhotbreakfast @rosewal Mick should hold the next bunga bunga party at Kirrabilli house.,Mick should hold the next bunga bunga party at Kirrabilli house.,"(0.0, 0.213)",0.0,positive,neutral,"[Decimal('144.998177'), Decimal('-37.91092181')]"
Building in the true cost of what we consume - an interesting concept @SandroDemaio #GP15Melb @RACGP #food http://t.co/ydlojPG0hX,Building in the true cost of what we consume - an interesting concept #GP15Melb #food,"(0.0, 0.297)",0.425,positive,positive,"[Decimal('144.95298953'), Decimal('-37.8251446')]"
How I miss this. Kindly take me back to australia pleaseeee vscoaustralia vsco.australia #vsco… https://t.co/YjmeCRyjIB,How I miss this. Kindly take me back to australia pleaseeee vscoaustralia vsco.australia #vsco…,"(0.092, 0.216)",0.3,positive,positive,"[Decimal('144.96836333'), Decimal('-37.81789122')]"
"House Of Cards, @houseofcards is now trending in #Melbourne http://t.co/X4NwPDCyjH","House Of Cards, is now trending in #Melbourne","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.963'), Decimal('-37.8143')]"
'roundhouse' is now trending in #Melbourne http://t.co/X4NwPDCyjH,'roundhouse' is now trending in #Melbourne,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.963'), Decimal('-37.8143')]"
Thank you bff chooxinlin for letting me step on her bed and use her… https://t.co/hKiYfWWpek,Thank you bff chooxinlin for letting me step on her bed and use her…,"(0.0, 0.348)",0.0,positive,neutral,"[Decimal('144.9690857'), Decimal('-37.8164101')]"
"Woke up to bright sunshine. Did laundry and by the time I left my house, it started drizzling. It is now three degrees. 😣 #Melbourne #Straya","Woke up to bright sunshine. Did laundry and by the time I left my house, it started drizzling. It is now three degrees. 😣 #Melbourne #Straya","(0.0, 0.196)",0.35000000000000003,positive,positive,"[Decimal('144.95383305'), Decimal('-37.80585383')]"
'costello' is now trending in #Melbourne http://t.co/X4NwPDCyjH,'costello' is now trending in #Melbourne,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.963'), Decimal('-37.8143')]"
"I'm at Chemist Warehouse in Heidelberg, vic https://t.co/969HdcbwA0","I'm at Chemist Warehouse in Heidelberg, vic","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.06511477'), Decimal('-37.75606199')]"
Can't stop watching videos of @DAVIDprice14 from yesterday. What a legend! 👑,Can't stop watching videos of from yesterday. What a legend! 👑,"(0.0, 0.179)",0.0,positive,neutral,"[Decimal('145.05009966'), Decimal('-37.825623')]"
Vegan strawberry muffins in production! My house smells amazing! 🍓🍓🍓 #baking #nowbaking #homesteading… https://t.co/oRFIcbxSoJ,Vegan strawberry muffins in production! My house smells amazing! 🍓🍓🍓 #baking #nowbaking #homesteading…,"(0.0, 0.238)",0.7500000000000001,positive,positive,"[Decimal('144.967'), Decimal('-37.8167')]"
West side City trail rides on Electrified release day to use some of this nervous energy! 😂 deserves… https://t.co/xwwfcy22nP,West side City trail rides on Electrified release day to use some of this nervous energy! 😂 deserves…,"(0.15, 0.218)",0.0,positive,neutral,"[Decimal('144.96634351'), Decimal('-37.81901625')]"
"@BrettT_SEN @HarfTimeSEN Bobby Fuller Four released a new song ""GWS fought Treloar &amp; Treloar won"" #sentradecentral","Bobby Fuller Four released a new song ""GWS fought Treloar &amp; Treloar won"" #sentradecentral","(0.128, 0.206)",0.13636363636363635,positive,positive,"[Decimal('145.12566861'), Decimal('-37.58735438')]"
@tcn33 @alaero $100 over retail and it’s yours. Special special price,$100 over retail and it’s yours. Special special price,"(0.0, 0.435)",0.35714285714285715,positive,positive,"[Decimal('144.99074951'), Decimal('-37.82389719')]"
"Crisp detailing and style with Lacoste Cavel boots at Mitchell McCabe 
#style #shoes #boots… https://t.co/uKbPWKp0V2",Crisp detailing and style with Lacoste Cavel boots at Mitchell McCabe #style #shoes #boots…,"(0.0, 0.0)",0.25,neutral,positive,"[Decimal('144.9606171'), Decimal('-37.8336792')]"
A shout out to the excellent @johngorillacafe for letting us do a lil photo shoot in their cafe… https://t.co/Wd3ogyEZQ2,A shout out to the excellent for letting us do a lil photo shoot in their cafe…,"(0.114, 0.175)",1.0,positive,positive,"[Decimal('144.9489594'), Decimal('-37.7662621')]"
Just posted a photo @ The strange nook in my apartment https://t.co/ab2Ht1chz5,Just posted a photo The strange nook in my apartment,"(0.167, 0.0)",-0.05,negative,negative,"[Decimal('144.972432'), Decimal('-37.77588561')]"
Still feeling blah... And have a early morning meeting can someone please get me a salted caramel… https://t.co/SFFDJfcOHm,Still feeling blah... And have a early morning meeting can someone please get me a salted caramel…,"(0.073, 0.198)",0.1,positive,positive,"[Decimal('145.0366669'), Decimal('-38.2170715')]"
Drinking a RuinTen IPA by @StoneBrewingCo at @alehouseproject — http://t.co/kb2fq1Rfek,Drinking a RuinTen IPA by at —,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.971'), Decimal('-37.7755')]"
How we love Shaw and Smith ardellevinton #justsaying @ Stokehouse City https://t.co/3u2eeqoNR4,How we love Shaw and Smith ardellevinton #justsaying Stokehouse City,"(0.0, 0.318)",0.5,positive,positive,"[Decimal('144.97000175'), Decimal('-37.81401905')]"
Drinking an Ace of Base by @FeralBrewing at @alehouseproject — http://t.co/C1kRkb81uU,Drinking an Ace of Base by at —,"(0.0, 0.0)",-0.8,neutral,negative,"[Decimal('144.971'), Decimal('-37.7755')]"
Damn.  Yes. - Drinking a RuinTen IPA by @StoneBrewingCo at @alehouseproject  — http://t.co/jxPaT2C1d7,Damn. Yes. - Drinking a RuinTen IPA by at —,"(0.201, 0.201)",0.0,neutral,neutral,"[Decimal('144.971'), Decimal('-37.7755')]"
Spinach and feta triangles with flat white. Envious of friends having lontong and rendang. @ Brimbank… https://t.co/wBZ7P6ZBUW,Spinach and feta triangles with flat white. Envious of friends having lontong and rendang. Brimbank…,"(0.115, 0.17)",-0.0125,positive,negative,"[Decimal('144.77553515'), Decimal('-37.75110616')]"
"Staying in the beautiful #TheHotelCharsfield in #Melbourne, housed in an old Victorian building.… https://t.co/w3eYtQC9n6","Staying in the beautiful #TheHotelCharsfield in #Melbourne, housed in an old Victorian building.…","(0.0, 0.245)",0.475,positive,positive,"[Decimal('144.977356'), Decimal('-37.8424606')]"
@JockeysTrust Just wondering if there is an update on Eddie Creighton please?,Just wondering if there is an update on Eddie Creighton please?,"(0.0, 0.187)",0.0,positive,neutral,"[Decimal('144.8753314'), Decimal('-37.7334786')]"
#moroccanlamb #rotiwrap and #flatwhite @ Three Little Monkey's https://t.co/KZNj6kMGNy,#moroccanlamb #rotiwrap and #flatwhite Three Little Monkey's,"(0.0, 0.0)",-0.11875,neutral,negative,"[Decimal('144.96575832'), Decimal('-37.81697152')]"
@joshgnosis Please let it be true,Please let it be true,"(0.0, 0.63)",0.35,positive,positive,"[Decimal('144.96382188'), Decimal('-37.81587204')]"
"That's right...it's Taco Thursday at The Alehouse Project from 5pm.

$12 for Dos Tacos with a choice… https://t.co/6dKwNAcCmL",That's right...it's Taco Thursday at The Alehouse Project from 5pm. $12 for Dos Tacos with a choice…,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.97113607'), Decimal('-37.77549964')]"
Caitie #ascothouse #fashion #wedding #sonya7ii #melbourne #bride @ Ascot House https://t.co/KoP2mfzMPJ,Caitie #ascothouse #fashion #wedding #sonya7ii #melbourne #bride Ascot House,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9312592'), Decimal('-37.7749214')]"
"🎶melody trailing and 🍷glühwein with 👣@spoorpeople this evening!  #powerhouse
thanks to @stablemusic &amp;… https://t.co/mIdijfjJJo",🎶melody trailing and 🍷glühwein with 👣 this evening! #powerhouse thanks to &amp;…,"(0.0, 0.197)",0.2,positive,positive,"[Decimal('144.9653931'), Decimal('-37.8117714')]"
@morphcostumes your flash20 code is not working!!,your flash20 code is not working!!,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.8843759'), Decimal('-37.8373318')]"
Billie and Ella in da @butterflyclub house!! Ready for night to of #SophisticatedLadyMFRINGE :)… https://t.co/5GE7hUo7bq,Billie and Ella in da house!! Ready for night to of #SophisticatedLadyMFRINGE :)…,"(0.0, 0.204)",0.35,positive,positive,"[Decimal('144.96518492'), Decimal('-37.81531581')]"
Tough day at #studiopp today BTS shooting a wee fitness clip for @pricelineau 💓 Hating my new gig as… https://t.co/NqdN4agnnj,Tough day at #studiopp today BTS shooting a wee fitness clip for 💓 Hating my new gig as…,"(0.152, 0.375)",-0.12626262626262627,positive,negative,"[Decimal('144.99569706'), Decimal('-37.83847523')]"
A new exciting release from SUGARPILL to be revealed 💝💝💝do you want it Australia? Tag a friend and… https://t.co/lz9VZJOI4A,A new exciting release from SUGARPILL to be revealed 💝💝💝do you want it Australia? Tag a friend and…,"(0.0, 0.504)",0.21818181818181817,positive,positive,"[Decimal('144.924057'), Decimal('-37.7668991')]"
@morphcostumes your Flash code flash20 is not working??? How do I recieve my discount???,your Flash code flash20 is not working??? How do I recieve my discount???,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.7550743'), Decimal('-37.8808967')]"
#gaiwaterhouse @ Flemington Racecourse https://t.co/pBXG4Dlsnj,#gaiwaterhouse Flemington Racecourse,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9125'), Decimal('-37.79027778')]"
New track bout to be recorded at #yardhouse #studios #junglecity #studios #brunswick stay tuned for… https://t.co/pusf4Y9Nks,New track bout to be recorded at #yardhouse #studios #junglecity #studios #brunswick stay tuned for…,"(0.0, 0.0)",0.13636363636363635,neutral,positive,"[Decimal('144.967'), Decimal('-37.8167')]"
"Some fine lines today. Unintentional, but I like it. #coffee #latteart #flatwhite #homeroaster… https://t.co/u13blJVBLB","Some fine lines today. Unintentional, but I like it. #coffee #latteart #flatwhite #homeroaster…","(0.0, 0.297)",0.4166666666666667,positive,positive,"[Decimal('145.066'), Decimal('-37.714')]"
Ibores Pimenton DOC. Featuring in our house party packs throughout September and October.… https://t.co/ijtj8pTxzW,Ibores Pimenton DOC. Featuring in our house party packs throughout September and October.…,"(0.0, 0.184)",0.0,positive,neutral,"[Decimal('144.9545135'), Decimal('-37.7697182')]"
Eleventh #weddinganniversary #selfie with brentallankidd for day 25 of#selftember. He's a keeper! @… https://t.co/AYKOJg1dZq,Eleventh #weddinganniversary #selfie with brentallankidd for day 25 of#selftember. He's a keeper! …,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9960327'), Decimal('-37.8396759')]"
"Ooooh, sweet amber. #Metallica #StAnger - Drinking an Imperial Amber Ale @ Dirty Rotten Brewhouse 2.0 - http://t.co/Pe0utDJq5i","Ooooh, sweet amber. #Metallica #StAnger - Drinking an Imperial Amber Ale Dirty Rotten Brewhouse 2.0 -","(0.279, 0.135)",-0.125,negative,negative,"[Decimal('145.29'), Decimal('-37.8777')]"
"Could feel my chest tightening. #hospitalplease @ Brunswick West, Victoria https://t.co/QQ3e9H3NWh","Could feel my chest tightening. #hospitalplease Brunswick West, Victoria","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.944'), Decimal('-37.7636')]"
"From tonight's Earth Angel realm group class. We had a full house of beautiful Earth Angels, learning… https://t.co/QYFdI55DXf","From tonight's Earth Angel realm group class. We had a full house of beautiful Earth Angels, learning…","(0.0, 0.196)",0.6,positive,positive,"[Decimal('144.9850616'), Decimal('-37.8604088')]"
"Last night at the @stormzy1 warehouse rave in Melbourne, this was before he had even performed one… https://t.co/gur4ucmZZm","Last night at the warehouse rave in Melbourne, this was before he had even performed one…","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.95695395'), Decimal('-37.82041378')]"
"Fourth open house done and dusted. @ Yarraville, Victoria, Australia https://t.co/KZDgG18uTD","Fourth open house done and dusted. Yarraville, Victoria, Australia","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9'), Decimal('-37.8167')]"
Can't beat a classic charcoal grey in a super 150s dress it up and away you go #realestate #luxury… https://t.co/t453fHnwbN,Can't beat a classic charcoal grey in a super 150s dress it up and away you go #realestate #luxury…,"(0.0, 0.231)",0.15,positive,positive,"[Decimal('144.9638824'), Decimal('-37.8154259')]"
